FECHA MUESTREO	RESULTADO	WELLBOAT
2018-01-12 00:00:00 UTC	POSITIVO	QUEILEN
2018-01-15 00:00:00 UTC	NEGATIVO	PANIAHUE
2018-01-15 00:00:00 UTC	NEGATIVO	QUEILEN
2018-01-15 00:00:00 UTC	NEGATIVO	HEIMDALL
2018-01-15 00:00:00 UTC	NEGATIVO	SEIFYR
2018-01-15 00:00:00 UTC	NEGATIVO	SEIKAPP
2018-01-15 00:00:00 UTC	NEGATIVO	ORCA ONA
2018-01-16 00:00:00 UTC	NEGATIVO	LINDA MARIJKE
2018-01-16 00:00:00 UTC	NEGATIVO	FORSETI
2018-01-16 00:00:00 UTC	NEGATIVO	PANIAHUE
2018-01-16 00:00:00 UTC	NEGATIVO	QUEILEN
2018-01-17 00:00:00 UTC	NEGATIVO	PANIAHUE
2018-01-17 00:00:00 UTC	NEGATIVO	SEIFYR
2018-01-17 00:00:00 UTC	NEGATIVO	RIO DULCE 3
2018-01-17 00:00:00 UTC	NEGATIVO	QUEILEN
2018-01-17 00:00:00 UTC	NEGATIVO	SEIKAPP
2018-01-17 00:00:00 UTC	NEGATIVO	VALI
2018-01-17 00:00:00 UTC	NEGATIVO	RIO DULCE 2
2018-01-18 00:00:00 UTC	NEGATIVO	RIO DULCE 2
2018-01-18 00:00:00 UTC	NEGATIVO	PANIAHUE
2018-01-18 00:00:00 UTC	NEGATIVO	GRIP SUPERIOR
2018-01-18 00:00:00 UTC	NEGATIVO	LINDA MARIJKE
2018-01-18 00:00:00 UTC	NEGATIVO	RONIA AUSTRAL
2018-01-18 00:00:00 UTC	NEGATIVO	QUEILEN
2018-01-18 00:00:00 UTC	POSITIVO	PATAGON 4
2018-01-19 00:00:00 UTC	POSITIVO	PATAGON 8
2018-01-19 00:00:00 UTC	POSITIVO	PATAGON 8
2018-01-19 00:00:00 UTC	NEGATIVO	HEIMDALL
2018-01-19 00:00:00 UTC	POSITIVO	PATAGON 8
2018-01-19 00:00:00 UTC	NEGATIVO	RIO DULCE 3
2018-01-19 00:00:00 UTC	POSITIVO	RIO DULCE 3
2018-01-19 00:00:00 UTC	POSITIVO	HEIMDALL
2018-01-19 00:00:00 UTC	POSITIVO	HEIMDALL
2018-01-19 00:00:00 UTC	NEGATIVO	QUEILEN
2018-01-19 00:00:00 UTC	NEGATIVO	FORSETI
2018-01-20 00:00:00 UTC	NEGATIVO	RONIA AUSTRAL
2018-01-20 00:00:00 UTC	POSITIVO	PATAGON 5
2018-01-20 00:00:00 UTC	NEGATIVO	QUEILEN
2018-01-20 00:00:00 UTC	NEGATIVO	VALI
2018-01-20 00:00:00 UTC	NEGATIVO	PATAGON 8
2018-01-20 00:00:00 UTC	NEGATIVO	RIO DULCE 2
2018-01-20 00:00:00 UTC	NEGATIVO	PANIAHUE
2018-01-20 00:00:00 UTC	POSITIVO	PANIAHUE
2018-01-22 00:00:00 UTC	NEGATIVO	LINDA MARIJKE
2018-01-22 00:00:00 UTC	NEGATIVO	LOKI
2018-01-22 00:00:00 UTC	POSITIVO	LOKI
2018-01-22 00:00:00 UTC	POSITIVO	LOKI
2018-01-22 00:00:00 UTC	NEGATIVO	PATAGON 8
2018-01-22 00:00:00 UTC	POSITIVO	PATAGON 8
2018-01-22 00:00:00 UTC	POSITIVO	PATAGON 8
2018-01-22 00:00:00 UTC	NEGATIVO	QUEILEN
2018-01-22 00:00:00 UTC	POSITIVO	QUEILEN
2018-01-22 00:00:00 UTC	NEGATIVO	HEIMDALL
2018-01-22 00:00:00 UTC	POSITIVO	HEIMDALL
2018-01-22 00:00:00 UTC	NEGATIVO	RIO DULCE 2
2018-01-22 00:00:00 UTC	NEGATIVO	RIO DULCE 2
2018-01-22 00:00:00 UTC	POSITIVO	RIO DULCE 3
2018-01-22 00:00:00 UTC	POSITIVO	RIO DULCE 3
2018-01-22 00:00:00 UTC	NEGATIVO	RONIA PACIFIC
2018-01-22 00:00:00 UTC	NEGATIVO	QUEILEN
2018-01-22 00:00:00 UTC	NEGATIVO	VALI
2018-01-22 00:00:00 UTC	NEGATIVO	PATAGON 7
2018-01-22 00:00:00 UTC	POSITIVO	PATAGON 7
2018-01-22 00:00:00 UTC	POSITIVO	PATAGON 7
2018-01-22 00:00:00 UTC	NEGATIVO	SEIFYR
2018-01-22 00:00:00 UTC	POSITIVO	SEIFYR
2018-01-22 00:00:00 UTC	POSITIVO	LINDA MARIJKE
2018-01-23 00:00:00 UTC	NEGATIVO	PATAGON 8
2018-01-23 00:00:00 UTC	POSITIVO	PATAGON 8
2018-01-23 00:00:00 UTC	POSITIVO	PATAGON 8
2018-01-23 00:00:00 UTC	POSITIVO	PATAGON 8
2018-01-23 00:00:00 UTC	NEGATIVO	QUEILEN
2018-01-23 00:00:00 UTC	NEGATIVO	RONIA AUSTRAL
2018-01-23 00:00:00 UTC	NEGATIVO	FORSETI
2018-01-23 00:00:00 UTC	POSITIVO	FORSETI
2018-01-23 00:00:00 UTC	NEGATIVO	LOKI
2018-01-23 00:00:00 UTC	POSITIVO	LOKI
2018-01-23 00:00:00 UTC	POSITIVO	LOKI
2018-01-23 00:00:00 UTC	NEGATIVO	RIO DULCE 2
2018-01-24 00:00:00 UTC	NEGATIVO	SEIKAPP
2018-01-24 00:00:00 UTC	NEGATIVO	RIO DULCE 2
2018-01-24 00:00:00 UTC	POSITIVO	LINDA MARIJKE
2018-01-24 00:00:00 UTC	POSITIVO	LINDA MARIJKE
2018-01-24 00:00:00 UTC	POSITIVO	LINDA MARIJKE
2018-01-24 00:00:00 UTC	POSITIVO	SEIKAPP
2018-01-24 00:00:00 UTC	NEGATIVO	SEIFYR
2018-01-24 00:00:00 UTC	POSITIVO	SEIFYR
2018-01-24 00:00:00 UTC	NEGATIVO	QUEILEN
2018-01-24 00:00:00 UTC	NEGATIVO	SEINES
2018-01-24 00:00:00 UTC	POSITIVO	SEINES
2018-01-24 00:00:00 UTC	POSITIVO	SEINES
2018-01-25 00:00:00 UTC	NEGATIVO	VALI
2018-01-25 00:00:00 UTC	NEGATIVO	FORSETI
2018-01-25 00:00:00 UTC	NEGATIVO	RONIA AUSTRAL
2018-01-25 00:00:00 UTC	NEGATIVO	PATAGON 8
2018-01-25 00:00:00 UTC	POSITIVO	PATAGON 8
2018-01-25 00:00:00 UTC	NEGATIVO	HEIMDALL
2018-01-25 00:00:00 UTC	POSITIVO	HEIMDALL
2018-01-25 00:00:00 UTC	NEGATIVO	QUEILEN
2018-01-25 00:00:00 UTC	POSITIVO	QUEILEN
2018-01-25 00:00:00 UTC	POSITIVO	LINDA MARIJKE
2018-01-26 00:00:00 UTC	NEGATIVO	SEIKAPP
2018-01-26 00:00:00 UTC	POSITIVO	SEIKAPP
2018-01-26 00:00:00 UTC	NEGATIVO	QUEILEN
2018-01-27 00:00:00 UTC	NEGATIVO	RIO DULCE 3
2018-01-27 00:00:00 UTC	POSITIVO	RIO DULCE 3
2018-01-27 00:00:00 UTC	NEGATIVO	FRIGG
2018-01-27 00:00:00 UTC	NEGATIVO	PATAGON 8
2018-01-27 00:00:00 UTC	POSITIVO	PATAGON 8
2018-01-27 00:00:00 UTC	NEGATIVO	QUEILEN
2018-01-27 00:00:00 UTC	POSITIVO	TYR
2018-01-27 00:00:00 UTC	POSITIVO	TYR
2018-01-27 00:00:00 UTC	POSITIVO	TYR
2018-01-28 00:00:00 UTC	NEGATIVO	PATAGON 4
2018-01-28 00:00:00 UTC	POSITIVO	PATAGON 4
2018-01-28 00:00:00 UTC	POSITIVO	PATAGON 4
2018-01-28 00:00:00 UTC	POSITIVO	VALI
2018-01-28 00:00:00 UTC	POSITIVO	VALI
2018-01-28 00:00:00 UTC	POSITIVO	VALI
2018-01-28 00:00:00 UTC	POSITIVO	VALI
2018-01-28 00:00:00 UTC	POSITIVO	LINDA MARIJKE
2018-01-28 00:00:00 UTC	POSITIVO	LINDA MARIJKE
2018-01-28 00:00:00 UTC	POSITIVO	LINDA MARIJKE
2018-01-28 00:00:00 UTC	POSITIVO	LINDA MARIJKE
2018-01-28 00:00:00 UTC	NEGATIVO	GRIP SUPERIOR
2018-01-28 00:00:00 UTC	POSITIVO	GRIP SUPERIOR
2018-01-28 00:00:00 UTC	POSITIVO	GRIP SUPERIOR
2018-01-28 00:00:00 UTC	NEGATIVO	HEIMDALL
2018-01-28 00:00:00 UTC	NEGATIVO	RONIA ATLANTIC
2018-01-28 00:00:00 UTC	POSITIVO	RONIA ATLANTIC
2018-01-29 00:00:00 UTC	NEGATIVO	PATAGON 8
2018-01-29 00:00:00 UTC	POSITIVO	PATAGON 8
2018-01-29 00:00:00 UTC	POSITIVO	PATAGON 8
2018-01-29 00:00:00 UTC	NEGATIVO	SEIFYR
2018-01-29 00:00:00 UTC	POSITIVO	SEIFYR
2018-01-29 00:00:00 UTC	POSITIVO	SEIFYR
2018-01-29 00:00:00 UTC	NEGATIVO	RIO DULCE 2
2018-01-29 00:00:00 UTC	NEGATIVO	SEINES
2018-01-29 00:00:00 UTC	POSITIVO	SEINES
2018-01-29 00:00:00 UTC	POSITIVO	SEINES
2018-01-29 00:00:00 UTC	NEGATIVO	SEIKAPP
2018-01-29 00:00:00 UTC	POSITIVO	SEIKAPP
2018-01-30 00:00:00 UTC	POSITIVO	RIO DULCE 2
2018-01-30 00:00:00 UTC	NEGATIVO	LINDA MARIJKE
2018-01-30 00:00:00 UTC	POSITIVO	LINDA MARIJKE
2018-01-30 00:00:00 UTC	POSITIVO	LINDA MARIJKE
2018-01-30 00:00:00 UTC	NEGATIVO	RONIA PACIFIC
2018-01-30 00:00:00 UTC	NEGATIVO	HEIMDALL
2018-01-30 00:00:00 UTC	POSITIVO	HEIMDALL
2018-01-30 00:00:00 UTC	POSITIVO	HEIMDALL
2018-01-31 00:00:00 UTC	NEGATIVO	SEIKAPP
2018-01-31 00:00:00 UTC	POSITIVO	SEIKAPP
2018-01-31 00:00:00 UTC	POSITIVO	SEIKAPP
2018-01-31 00:00:00 UTC	NEGATIVO	PATAGON 8
2018-01-31 00:00:00 UTC	POSITIVO	PATAGON 8
2018-01-31 00:00:00 UTC	POSITIVO	QUEILEN
2018-01-31 00:00:00 UTC	POSITIVO	QUEILEN
2018-01-31 00:00:00 UTC	POSITIVO	QUEILEN
2018-01-31 00:00:00 UTC	POSITIVO	QUEILEN
2018-01-31 00:00:00 UTC	NEGATIVO	RIO DULCE 2
2018-02-01 00:00:00 UTC	NEGATIVO	GRIP PACIFIC
2018-02-01 00:00:00 UTC	POSITIVO	GRIP PACIFIC
2018-02-01 00:00:00 UTC	NEGATIVO	SEINES
2018-02-01 00:00:00 UTC	POSITIVO	SEINES
2018-02-01 00:00:00 UTC	NEGATIVO	PATAGON 8
2018-02-01 00:00:00 UTC	POSITIVO	PATAGON 8
2018-02-01 00:00:00 UTC	NEGATIVO	SEIFYR
2018-02-01 00:00:00 UTC	NEGATIVO	HEIMDALL
2018-02-01 00:00:00 UTC	POSITIVO	HEIMDALL
2018-02-01 00:00:00 UTC	POSITIVO	HEIMDALL
2018-02-01 00:00:00 UTC	NEGATIVO	RONIA ATLANTIC
2018-02-01 00:00:00 UTC	POSITIVO	RONIA ATLANTIC
2018-02-01 00:00:00 UTC	POSITIVO	VALI
2018-02-01 00:00:00 UTC	POSITIVO	VALI
2018-02-01 00:00:00 UTC	POSITIVO	VALI
2018-02-01 00:00:00 UTC	POSITIVO	VALI
2018-02-02 00:00:00 UTC	NEGATIVO	PATAGON 7
2018-02-02 00:00:00 UTC	POSITIVO	PATAGON 7
2018-02-02 00:00:00 UTC	POSITIVO	PATAGON 7
2018-02-02 00:00:00 UTC	NEGATIVO	SEIGRUNN
2018-02-02 00:00:00 UTC	POSITIVO	SEIGRUNN
2018-02-02 00:00:00 UTC	POSITIVO	SEIGRUNN
2018-02-02 00:00:00 UTC	NEGATIVO	LINDA MARIJKE
2018-02-02 00:00:00 UTC	POSITIVO	RIO DULCE 2
2018-02-02 00:00:00 UTC	POSITIVO	RIO DULCE 2
2018-02-02 00:00:00 UTC	POSITIVO	RIO DULCE 2
2018-02-02 00:00:00 UTC	POSITIVO	RIO DULCE 2
2018-02-02 00:00:00 UTC	NEGATIVO	QUEILEN
2018-02-03 00:00:00 UTC	POSITIVO	QUEILEN
2018-02-03 00:00:00 UTC	POSITIVO	PATAGON 8
2018-02-03 00:00:00 UTC	POSITIVO	PATAGON 8
2018-02-03 00:00:00 UTC	NEGATIVO	RONIA PACIFIC
2018-02-03 00:00:00 UTC	POSITIVO	RONIA PACIFIC
2018-02-03 00:00:00 UTC	POSITIVO	RONIA PACIFIC
2018-02-03 00:00:00 UTC	POSITIVO	RONIA PACIFIC
2018-02-03 00:00:00 UTC	NEGATIVO	SEINES
2018-02-03 00:00:00 UTC	NEGATIVO	PANIAHUE
2018-02-03 00:00:00 UTC	POSITIVO	PANIAHUE
2018-02-03 00:00:00 UTC	NEGATIVO	HEIMDALL
2018-02-04 00:00:00 UTC	POSITIVO	LOKI
2018-02-04 00:00:00 UTC	POSITIVO	LOKI
2018-02-04 00:00:00 UTC	NEGATIVO	HEIMDALL
2018-02-04 00:00:00 UTC	POSITIVO	HEIMDALL
2018-02-04 00:00:00 UTC	POSITIVO	HEIMDALL
2018-02-04 00:00:00 UTC	NEGATIVO	RIO DULCE 2
2018-02-04 00:00:00 UTC	POSITIVO	RIO DULCE 2
2018-02-04 00:00:00 UTC	NEGATIVO	PANIAHUE
2018-02-04 00:00:00 UTC	POSITIVO	PANIAHUE
2018-02-04 00:00:00 UTC	POSITIVO	PANIAHUE
2018-02-04 00:00:00 UTC	POSITIVO	PANIAHUE
2018-02-04 00:00:00 UTC	NEGATIVO	SEINES
2018-02-04 00:00:00 UTC	NEGATIVO	FORSETI
2018-02-04 00:00:00 UTC	NEGATIVO	RONIA ATLANTIC
2018-02-04 00:00:00 UTC	POSITIVO	RONIA ATLANTIC
2018-02-04 00:00:00 UTC	NEGATIVO	VALI
2018-02-04 00:00:00 UTC	NEGATIVO	SEIKAPP
2018-02-04 00:00:00 UTC	NEGATIVO	QUEILEN
2018-02-04 00:00:00 UTC	POSITIVO	QUEILEN
2018-02-04 00:00:00 UTC	NEGATIVO	PATAGON 8
2018-02-05 00:00:00 UTC	NEGATIVO	VALI
2018-02-05 00:00:00 UTC	NEGATIVO	SEIFYR
2018-02-05 00:00:00 UTC	NEGATIVO	PATAGON 8
2018-02-05 00:00:00 UTC	POSITIVO	PATAGON 8
2018-02-05 00:00:00 UTC	NEGATIVO	GRIP PACIFIC
2018-02-05 00:00:00 UTC	NEGATIVO	LOKI
2018-02-06 00:00:00 UTC	NEGATIVO	QUEILEN
2018-02-06 00:00:00 UTC	NEGATIVO	RONIA PACIFIC
2018-02-06 00:00:00 UTC	POSITIVO	RONIA PACIFIC
2018-02-06 00:00:00 UTC	NEGATIVO	LOKI
2018-02-06 00:00:00 UTC	NEGATIVO	HEIMDALL
2018-02-06 00:00:00 UTC	POSITIVO	HEIMDALL
2018-02-06 00:00:00 UTC	NEGATIVO	SEIKAPP
2018-02-06 00:00:00 UTC	NEGATIVO	PATAGON 8
2018-02-06 00:00:00 UTC	POSITIVO	PATAGON 8
2018-02-07 00:00:00 UTC	NEGATIVO	PANIAHUE
2018-02-07 00:00:00 UTC	POSITIVO	QUEILEN
2018-02-07 00:00:00 UTC	POSITIVO	QUEILEN
2018-02-07 00:00:00 UTC	NEGATIVO	QUEILEN
2018-02-07 00:00:00 UTC	NEGATIVO	VALI
2018-02-07 00:00:00 UTC	NEGATIVO	LINDA MARIJKE
2018-02-08 00:00:00 UTC	NEGATIVO	LOKI
2018-02-08 00:00:00 UTC	NEGATIVO	PATAGON 8
2018-02-08 00:00:00 UTC	NEGATIVO	QUEILEN
2018-02-08 00:00:00 UTC	NEGATIVO	HEIMDALL
2018-02-08 00:00:00 UTC	NEGATIVO	PANIAHUE
2018-02-08 00:00:00 UTC	NEGATIVO	RONIA ATLANTIC
2018-02-08 00:00:00 UTC	NEGATIVO	RIO DULCE 3
2018-02-09 00:00:00 UTC	NEGATIVO	QUEILEN
2018-02-09 00:00:00 UTC	NEGATIVO	SEIFYR
2018-02-09 00:00:00 UTC	NEGATIVO	PATAGON 8
2018-02-09 00:00:00 UTC	NEGATIVO	SEINES
2018-02-10 00:00:00 UTC	NEGATIVO	RIO DULCE 3
2018-02-10 00:00:00 UTC	NEGATIVO	SEISTROM
2018-02-10 00:00:00 UTC	POSITIVO	HEIMDALL
2018-02-10 00:00:00 UTC	POSITIVO	HEIMDALL
2018-02-10 00:00:00 UTC	POSITIVO	HEIMDALL
2018-02-10 00:00:00 UTC	NEGATIVO	HEIMDALL
2018-02-11 00:00:00 UTC	NEGATIVO	RONIA ATLANTIC
2018-02-11 00:00:00 UTC	NEGATIVO	SEIKAPP
2018-02-11 00:00:00 UTC	NEGATIVO	SEINES
2018-02-11 00:00:00 UTC	NEGATIVO	LINDA MARIJKE
2018-02-11 00:00:00 UTC	NEGATIVO	RONIA PACIFIC
2018-02-11 00:00:00 UTC	POSITIVO	PATAGON 8
2018-02-11 00:00:00 UTC	POSITIVO	PATAGON 8
2018-02-11 00:00:00 UTC	NEGATIVO	PATAGON 8
2018-02-11 00:00:00 UTC	POSITIVO	RIO DULCE 3
2018-02-11 00:00:00 UTC	POSITIVO	QUEILEN
2018-02-11 00:00:00 UTC	POSITIVO	SEIFYR
2018-02-12 00:00:00 UTC	NEGATIVO	RIO DULCE 3
2018-02-12 00:00:00 UTC	POSITIVO	CACIQUE 1
2018-02-12 00:00:00 UTC	NEGATIVO	CACIQUE 1
2018-02-12 00:00:00 UTC	POSITIVO	QUEILEN
2018-02-12 00:00:00 UTC	POSITIVO	QUEILEN
2018-02-12 00:00:00 UTC	NEGATIVO	SEINES
2018-02-12 00:00:00 UTC	POSITIVO	HEIMDALL
2018-02-12 00:00:00 UTC	NEGATIVO	HEIMDALL
2018-02-12 00:00:00 UTC	POSITIVO	SEIGRUNN
2018-02-12 00:00:00 UTC	NEGATIVO	SEIGRUNN
2018-02-12 00:00:00 UTC	POSITIVO	SEIFYR
2018-02-12 00:00:00 UTC	POSITIVO	SEIFYR
2018-02-12 00:00:00 UTC	NEGATIVO	SEIFYR
2018-02-13 00:00:00 UTC	NEGATIVO	PATAGON 8
2018-02-13 00:00:00 UTC	NEGATIVO	BUCALEMU
2018-02-13 00:00:00 UTC	NEGATIVO	SEIGRUNN
2018-02-13 00:00:00 UTC	POSITIVO	RONIA ATLANTIC
2018-02-14 00:00:00 UTC	NEGATIVO	SEINES
2018-02-14 00:00:00 UTC	NEGATIVO	BUCALEMU
2018-02-14 00:00:00 UTC	POSITIVO	RONIA ATLANTIC
2018-02-14 00:00:00 UTC	NEGATIVO	RONIA ATLANTIC
2018-02-14 00:00:00 UTC	POSITIVO	SEIKAPP
2018-02-14 00:00:00 UTC	NEGATIVO	SEIKAPP
2018-02-14 00:00:00 UTC	NEGATIVO	RONIA AUSTRAL
2018-02-14 00:00:00 UTC	POSITIVO	HEIMDALL
2018-02-14 00:00:00 UTC	POSITIVO	HEIMDALL
2018-02-14 00:00:00 UTC	NEGATIVO	HEIMDALL
2018-02-14 00:00:00 UTC	NEGATIVO	PATAGON 8
2018-02-14 00:00:00 UTC	POSITIVO	QUEILEN
2018-02-14 00:00:00 UTC	POSITIVO	QUEILEN
2018-02-14 00:00:00 UTC	POSITIVO	QUEILEN
2018-02-14 00:00:00 UTC	POSITIVO	QUEILEN
2018-02-14 00:00:00 UTC	POSITIVO	VALI
2018-02-15 00:00:00 UTC	NEGATIVO	VALI
2018-02-15 00:00:00 UTC	POSITIVO	LINDA MARIJKE
2018-02-15 00:00:00 UTC	NEGATIVO	LINDA MARIJKE
2018-02-15 00:00:00 UTC	NEGATIVO	SEIGRUNN
2018-02-15 00:00:00 UTC	NEGATIVO	RIO DULCE 3
2018-02-15 00:00:00 UTC	NEGATIVO	SEINES
2018-02-15 00:00:00 UTC	NEGATIVO	SEIFYR
2018-02-15 00:00:00 UTC	NEGATIVO	QUEILEN
2018-02-15 00:00:00 UTC	NEGATIVO	PATAGON 8
2018-02-15 00:00:00 UTC	NEGATIVO	CACIQUE 1
2018-02-15 00:00:00 UTC	NEGATIVO	PANIAHUE
2018-02-16 00:00:00 UTC	NEGATIVO	SEIKAPP
2018-02-16 00:00:00 UTC	NEGATIVO	QUEILEN
2018-02-16 00:00:00 UTC	POSITIVO	HEIMDALL
2018-02-16 00:00:00 UTC	POSITIVO	HEIMDALL
2018-02-16 00:00:00 UTC	POSITIVO	HEIMDALL
2018-02-16 00:00:00 UTC	NEGATIVO	HEIMDALL
2018-02-16 00:00:00 UTC	POSITIVO	SEIGRUNN
2018-02-16 00:00:00 UTC	NEGATIVO	SEIGRUNN
2018-02-16 00:00:00 UTC	NEGATIVO	RIO DULCE 3
2018-02-17 00:00:00 UTC	NEGATIVO	LOKI
2018-02-17 00:00:00 UTC	NEGATIVO	SEINES
2018-02-17 00:00:00 UTC	NEGATIVO	PANIAHUE
2018-02-17 00:00:00 UTC	NEGATIVO	RONIA ATLANTIC
2018-02-17 00:00:00 UTC	NEGATIVO	QUEILEN
2018-02-17 00:00:00 UTC	NEGATIVO	TYR
2018-02-18 00:00:00 UTC	NEGATIVO	SEIGRUNN
2018-02-18 00:00:00 UTC	NEGATIVO	LINDA MARIJKE
2018-02-18 00:00:00 UTC	NEGATIVO	GRIP PACIFIC
2018-02-18 00:00:00 UTC	NEGATIVO	VALI
2018-02-18 00:00:00 UTC	NEGATIVO	SEINES
2018-02-18 00:00:00 UTC	NEGATIVO	SEISTROM
2018-02-18 00:00:00 UTC	NEGATIVO	RONIA PACIFIC
2018-02-18 00:00:00 UTC	NEGATIVO	CACIQUE 1
2018-02-18 00:00:00 UTC	NEGATIVO	SEIKAPP
2018-02-19 00:00:00 UTC	NEGATIVO	PATAGON 8
2018-02-19 00:00:00 UTC	NEGATIVO	PANIAHUE
2018-02-19 00:00:00 UTC	NEGATIVO	LOKI
2018-02-19 00:00:00 UTC	NEGATIVO	SEIGRUNN
2018-02-19 00:00:00 UTC	NEGATIVO	TYR
2018-02-19 00:00:00 UTC	NEGATIVO	Seistrom
2018-02-19 00:00:00 UTC	NEGATIVO	SEINES
2018-02-19 00:00:00 UTC	NEGATIVO	CACIQUE 1
2018-02-19 00:00:00 UTC	NEGATIVO	LINDA MARIJKE
2018-02-19 00:00:00 UTC	NEGATIVO	PANIAHUE
2018-02-20 00:00:00 UTC	NEGATIVO	PANIAHUE
2018-02-20 00:00:00 UTC	NEGATIVO	CACIQUE 1
2018-02-20 00:00:00 UTC	NEGATIVO	SEIFYR
2018-02-20 00:00:00 UTC	NEGATIVO	PATAGON 8
2018-02-20 00:00:00 UTC	NEGATIVO	SEISTROM
2018-02-20 00:00:00 UTC	NEGATIVO	VALI
2018-02-21 00:00:00 UTC	NEGATIVO	RONIA PACIFIC
2018-02-21 00:00:00 UTC	NEGATIVO	CACIQUE 1
2018-02-21 00:00:00 UTC	NEGATIVO	LOKI
2018-02-21 00:00:00 UTC	NEGATIVO	SEIKAPP
2018-02-21 00:00:00 UTC	NEGATIVO	SEIGRUNN
2018-02-21 00:00:00 UTC	NEGATIVO	RIO DULCE 3
2018-02-22 00:00:00 UTC	NEGATIVO	PATAGON 8
2018-02-22 00:00:00 UTC	NEGATIVO	PANIAHUE
2018-02-22 00:00:00 UTC	NEGATIVO	RONIA ATLANTIC
2018-02-22 00:00:00 UTC	NEGATIVO	LINDA MARIJKE
2018-02-22 00:00:00 UTC	NEGATIVO	CACIQUE 1
2018-02-22 00:00:00 UTC	NEGATIVO	SEIFYR
2018-02-22 00:00:00 UTC	NEGATIVO	RONIA AUSTRAL
2018-02-22 00:00:00 UTC	NEGATIVO	GRIP PACIFIC
2018-02-22 00:00:00 UTC	NEGATIVO	TYR
2018-02-22 00:00:00 UTC	NEGATIVO	RIO DULCE 3
2018-02-22 00:00:00 UTC	NEGATIVO	PATAGON 8
2018-02-23 00:00:00 UTC	NEGATIVO	LOKI
2018-02-23 00:00:00 UTC	NEGATIVO	SEIGRUNN
2018-02-23 00:00:00 UTC	NEGATIVO	VALI
2018-02-23 00:00:00 UTC	NEGATIVO	CACIQUE 1
2018-02-23 00:00:00 UTC	NEGATIVO	PATAGON 8
2018-02-23 00:00:00 UTC	NEGATIVO	PANIAHUE
2018-02-23 00:00:00 UTC	NEGATIVO	TYR
2018-02-23 00:00:00 UTC	NEGATIVO	SEIKAPP
2018-02-23 00:00:00 UTC	NEGATIVO	QUEILEN
2018-02-24 00:00:00 UTC	NEGATIVO	LOKI
2018-02-24 00:00:00 UTC	NEGATIVO	SEIFYR
2018-02-24 00:00:00 UTC	NEGATIVO	RONIA PACIFIC
2018-02-24 00:00:00 UTC	NEGATIVO	QUEILEN
2018-02-24 00:00:00 UTC	NEGATIVO	SEISTROM
2018-02-24 00:00:00 UTC	NEGATIVO	VALI
2018-02-24 00:00:00 UTC	NEGATIVO	PANIAHUE
2018-02-25 00:00:00 UTC	NEGATIVO	LINDA MARIJKE
2018-02-25 00:00:00 UTC	NEGATIVO	PATAGON 8
2018-02-25 00:00:00 UTC	NEGATIVO	SEIGRUNN
2018-02-25 00:00:00 UTC	NEGATIVO	LOKI
2018-02-25 00:00:00 UTC	NEGATIVO	HEIMDALL
2018-02-25 00:00:00 UTC	NEGATIVO	TYR
2018-02-25 00:00:00 UTC	NEGATIVO	SEISTROM
2018-02-26 00:00:00 UTC	NEGATIVO	PANIAHUE
2018-02-26 00:00:00 UTC	NEGATIVO	SEIKAPP
2018-02-26 00:00:00 UTC	NEGATIVO	CACIQUE 1
2018-02-26 00:00:00 UTC	NEGATIVO	RIO DULCE 3
2018-02-26 00:00:00 UTC	NEGATIVO	SEIGRUNN
2018-02-26 00:00:00 UTC	NEGATIVO	RONIA AUSTRAL
2018-02-26 00:00:00 UTC	NEGATIVO	VALI
2018-02-26 00:00:00 UTC	NEGATIVO	RONIA PACIFIC
2018-02-26 00:00:00 UTC	NEGATIVO	RONIA ATLANTIC
2018-02-26 00:00:00 UTC	NEGATIVO	PATAGON 8
2018-02-26 00:00:00 UTC	NEGATIVO	SEISTROM
2018-02-26 00:00:00 UTC	NEGATIVO	LOKI
2018-02-26 00:00:00 UTC	POSITIVO	LINDA MARIJKE
2018-02-27 00:00:00 UTC	NEGATIVO	LINDA MARIJKE
2018-02-27 00:00:00 UTC	NEGATIVO	TYR
2018-02-27 00:00:00 UTC	NEGATIVO	SEIGRUNN
2018-02-27 00:00:00 UTC	NEGATIVO	SEINES
2018-02-27 00:00:00 UTC	NEGATIVO	PATAGON 8
2018-02-27 00:00:00 UTC	NEGATIVO	SEIFYR
2018-02-28 00:00:00 UTC	NEGATIVO	VALI
2018-02-28 00:00:00 UTC	NEGATIVO	CACIQUE 1
2018-02-28 00:00:00 UTC	NEGATIVO	LOKI
2018-02-28 00:00:00 UTC	NEGATIVO	SEIKAPP
2018-02-28 00:00:00 UTC	NEGATIVO	PANIAHUE
2018-02-28 00:00:00 UTC	NEGATIVO	GRIP PACIFIC
2018-02-28 00:00:00 UTC	NEGATIVO	RONIA PACIFIC
2018-03-01 00:00:00 UTC	NEGATIVO	SEIGRUNN
2018-03-01 00:00:00 UTC	NEGATIVO	SEINES
2018-03-01 00:00:00 UTC	NEGATIVO	RONIA ATLANTIC
2018-03-01 00:00:00 UTC	NEGATIVO	SEIFYR
2018-03-01 00:00:00 UTC	NEGATIVO	TYR
2018-03-01 00:00:00 UTC	NEGATIVO	RONIA AUSTRAL
2018-03-01 00:00:00 UTC	NEGATIVO	QUEILEN
2018-03-02 00:00:00 UTC	NEGATIVO	SEIGRUNN
2018-03-02 00:00:00 UTC	NEGATIVO	SEINES
